price,bedrooms,bathrooms,area,property_type,city,region,latitude,longitude,agency,price_per_m
6300000,2,2,135,Apartment,6th of October,Giza,29.8561331,30.9018623,Property hills star,46666
16400000,3,3,275,Villa,6th of October,Giza,29.8561331,30.9018623,Property hills star,59636
5736000,4,3,339,Duplex,New Damietta,Damietta,31.43093,31.7656,جيموتك للهندسة والتطوير العقاري,16920
4995100,3,3,209,Apartment,New Damietta,Damietta,31.43093,31.7656,جيموتك للهندسة والتطوير العقاري,23900
9600000,3,3,168,Apartment,New Cairo,Cairo,30.0202659,31.5409692,Catchers investment,57142
9300000,3,2,153,Apartment,New Cairo,Cairo,30.0202659,31.5409692,Catchers investment,60784
5264000,5,3,349,Duplex,New Damietta,Damietta,31.43093,31.7656,جيموتك للهندسة والتطوير العقاري,15083
24000000,6,5,246,Villa,New Capital City,Cairo,29.9978985,31.63101061,Property Hills One 1,97560
9000000,2,2,115,Apartment,New Cairo,Cairo,30.06805,31.406379,Catchers investment,78260
15550000,3,3,164,Apartment,New Cairo,Cairo,30.025056,31.5948035,Catchers investment,94817
12650000,4,4,250,iVilla,New Cairo,Cairo,30.07349031,31.60085522,Gate Real Estate,50600
12900000,2,2,125,Apartment,Mostakbal City,Cairo,30.067731856701,31.692446717947,Abrag One,103200
12400000,3,3,150,Apartment,New Cairo,Cairo,30.0574569,31.6018979,Catchers investment,82666
70000000,11,11,1350,Villa,Sheikh Zayed,Giza,30.0648376,30.94684,Flip real estate,51851
7860300,3,2,144,Apartment,6th of October,Giza,29.95864,31.06826,Abrag One,54585
8453720,2,2,110,Apartment,Ain Sukhna,Suez,29.2358744,32.6238155,Abrag One,76852
5000000,3,3,175,Apartment,Sheikh Zayed,Giza,30.0537,30.99104,Egy Plan Real Estate,28571
14350000,3,3,166,Penthouse,New Cairo,Cairo,29.9875186,31.5555302,New Avenue,86445
7673400,3,3,158,Apartment,Sheikh Zayed,Giza,30.050361696246,31.012493651479,Abrag Three,48565
17100000,2,1,150,Apartment,New Cairo,Cairo,30.0600801,31.5985531,I Properties,114000
14200000,2,1,150,Apartment,New Cairo,Cairo,30.0600801,31.5985531,I Properties,94666
9300000,2,1,100,Apartment,New Cairo,Cairo,30.0600801,31.5985531,I Properties,93000
4750000,3,3,165,Apartment,Mostakbal City,Cairo,30.0669117,31.3375553,Real pals,28787
29330416,3,4,236,Villa,North Coast,Matruh,31.0842803,28.1066088,New Avenue,124281
15500000,4,3,310,Duplex,Shorouk City,Cairo,30.14421,31.63972,Imkan Investment,50000
8800000,3,3,230,Duplex,Shorouk City,Cairo,30.1218272,31.6481835,New Avenue,38260
11000000,2,2,90,Chalet,North Coast,Matruh,31.0724538,28.2011747,BackYard for Real estate,122222
2695000,0,1,77,Apartment,Shorouk City,Cairo,30.117319900012,31.657952438438,AL Hayah Investment,35000
26000000,3,3,206,Townhouse,6th of October,Giza,29.9633661,31.0009178,Egypt Best Properties (EBP,126213
19000000,3,3,229,Duplex,6th of October,Giza,29.9633661,31.0009178,Egypt Best Properties (EBP,82969
40000000,4,4,210,Villa,New Cairo,Cairo,30.04842577295,31.501481164322,BackYard for Real estate,190476
20000000,6,6,541,Villa,North Coast,Matruh,31.0821705,28.0283681,Property Hills,36968
48410000,2,2,147,Chalet,North Coast,Matruh,31.069119,28.232045,New Avenue,329319
6500000,3,2,160,Apartment,Kafr Abdo,Alexandria,31.22521,29.95421,Shaety For Real Estate,40625
14460000,4,5,268,Duplex,New Cairo,Cairo,29.9875186,31.5555302,New Avenue,53955
34000000,3,4,355,Villa,New Cairo,Cairo,30.0920272,31.4838462,New Avenue,95774
5200000,2,2,135,Apartment,Mostakbal City,Cairo,30.0466368,31.6336039,New Avenue,38518
41000000,7,6,653,Villa,New Cairo,Cairo,30.0534049,31.513709,New Avenue,62787
13500000,4,3,190,Townhouse,6th of October,Giza,29.9633661,31.0009178,Property Hills,71052
18000000,4,4,207,Apartment,6th of October,Giza,29.9633661,31.0009178,Egypt Best Properties (EBP,86956
13000000,3,3,150,Apartment,6th of October,Giza,29.9633661,31.0009178,Egypt Best Properties (EBP,86666
7000000,1,1,84,Apartment,6th of October,Giza,29.9633661,31.0009178,Egypt Best Properties (EBP,83333
23000000,4,5,244,Townhouse,Sheikh Zayed,Giza,30.073028969307,30.965373520242,Prime Community,94262
5100000,2,2,77,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Provest,66233
10900000,3,3,178,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Map's,61235
21700000,3,4,243,Penthouse,New Cairo,Cairo,30.04019814144,31.539969035582,I Properties,89300
3600000,3,2,150,Apartment,Nasr City,Cairo,30.03145,31.34338,Benchmark Arabia,24000
33000000,4,4,375,Townhouse,New Cairo,Cairo,30.045205699787,31.482812303056,Urbanera Properties,88000
5900000,3,2,131,Apartment,Madinaty,Cairo,30.09177585,31.6426486,البيت المصري. . حياه افضل,45038
2850000,3,2,165,Apartment,Hadayek al-Ahram,Giza,29.98644,31.16651,199St. Real estate,17272
6200000,2,1,132,Chalet,Soma Bay,Red Sea,26.8608814,33.944639,Wealthy way,46969
4680000,3,3,195,Apartment,New Cairo,Cairo,30.01321,31.48737,نوكس للإستثمار العقاري,24000
4560000,3,3,190,Apartment,New Cairo,Cairo,30.01321,31.48737,نوكس للإستثمار العقاري,24000
5160000,3,3,215,Apartment,New Cairo,Cairo,30.01321,31.48737,نوكس للإستثمار العقاري,24000
59000000,3,3,385,Villa,New Cairo,Cairo,30.0502808,31.4985806,New Avenue,153246
3879000,3,2,192,Apartment,New Cairo,Cairo,29.99352595,31.5196573,ثقة العقارية,20203
3420000,3,2,185,Apartment,6th of October,Giza,29.9937516,30.9323647,Egy Plan Real Estate,18486
5700000,3,2,115,Apartment,6th of October,Giza,29.9391835,31.0267927,Emtdad Real Estate,49565
4500000,3,3,230,Villa,Hadayek al-Ahram,Giza,29.98644,31.16651,ربيع ابو حمد للاستثمار والتسويق العقاري,19565
10294335,3,2,139,Apartment,New Cairo,Cairo,29.9771006,31.5720476,New Avenue,74059
6173749,3,3,179,Duplex,Sheikh Zayed,Giza,30.0628118,30.8623668,Property hills star,34490
5505000,2,3,125,Apartment,Shorouk City,Cairo,30.2013484,31.6804732,New Avenue,44040
12000000,3,3,250,Apartment,Dokki,Giza,30.04125845,31.2030406,Green House/Ahmed Mohamed/ المصريه للاستثمارات العقارية,48000
28000000,3,4,270,Townhouse,New Cairo,Cairo,30.046520992444,31.604172296484,Egypt Best Properties (EBP,103703
33000000,6,5,390,Villa,New Cairo,Cairo,30.06805,31.406379,Property Hills One 1,84615
14000000,2,3,150,Apartment,New Cairo,Cairo,30.0600801,31.5985531,Egypt Best Properties (EBP,93333
15000000,3,3,180,Chalet,Makadi Bay,Red Sea,26.9637262,33.8799191,Egypt Best Properties (EBP,83333
4650000,2,2,115,Chalet,Ain Sukhna,Suez,29.4705022,32.4537273,Viva Coast,40434
11814000,5,5,246,Villa,New Heliopolis,Cairo,30.163528044741,31.677762679717,Imkan Investment,48024
17000000,4,4,280,Duplex,Makadi Bay,Red Sea,26.9637262,33.8799191,Egypt Best Properties (EBP,60714
7500000,2,2,115,Chalet,Ain Sukhna,Suez,29.4705022,32.4537273,Viva Coast,65217
35000000,4,4,610,Villa,Madinaty,Cairo,30.09177585,31.6426486,Tiger for real estate,57377
5380000,2,2,116,Apartment,New Cairo,Cairo,30.06805,31.406379,Imkan Investment,46379
25115484,4,3,300,Twin House,New Capital City,Cairo,29.964323003313,31.636623788251,Property Hills One 1,83718
6363000,3,2,131,Apartment,Mostakbal City,Cairo,30.0941611,31.7041108,Imkan Investment,48572
6400000,5,4,240,Duplex,New Cairo,Cairo,30.0124138,31.4396951,Al Arabia Egypt,26666
17000000,4,4,250,Townhouse,Sheikh Zayed,Giza,30.0548836,30.86942476,Property hills star,68000
4409500,3,3,149,Apartment,Mostakbal City,Cairo,30.0669117,31.3375553,Real pals,29593
5145000,3,2,160,Apartment,Shorouk City,Cairo,30.107832255957,31.596580211647,Luminar real estate,32156
12825000,3,3,239,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,New Avenue,53661
9800000,3,3,140,Chalet,Ain Sukhna,Suez,29.3875676,32.5544221,Falcon Real Estate,70000
5513000,0,1,42,Hotel Apartment,Sheikh Zayed,Giza,30.050517722649,31.015639541255,Abrag Four,131261
13500000,3,3,211,Apartment,New Cairo,Cairo,30.06603,31.48561,Smart City,63981
38000000,4,4,330,Twin House,New Cairo,Cairo,30.0758544,31.4716547,New Avenue,115151
6880000,3,3,166,Townhouse,Mostakbal City,Cairo,30.054190844728,31.645252607431,New Avenue,41445
28000000,4,4,225,Townhouse,New Cairo,Cairo,30.0303648,31.530564,Egypt Best Properties (EBP,124444
8600000,3,2,157,Apartment,Sheikh Zayed,Giza,30.0468424,30.998248,Property hills star,54777
2800000,2,1,130,Apartment,Miami,Alexandria,31.26527,30.00177,مكتب الصفوة للتسويق العقاري,21538
13057000,4,4,266,Duplex,New Cairo,Cairo,30.06805,31.406379,premier Properties,49086
38000000,3,4,210,Chalet,Gouna,Red Sea,27.4148421,33.6754852,Egypt Best Properties (EBP,180952
10500000,3,3,180,Apartment,New Cairo,Cairo,30.06603,31.48561,ahmed el sheikh,58333
14000000,3,3,214,Apartment,6th of October,Giza,30.0141854,31.0769017,Supermarket Aqari,65420
8642000,3,3,167,Apartment,Sheikh Zayed,Giza,30.058711,30.9977847,شركة دى للاستثمار العقارى,51748
49333666,4,4,396,Villa,New Cairo,Cairo,30.0478192,31.5372842,Egy Property,124579
58000000,5,5,310,Villa,New Cairo,Cairo,29.9842656,31.540594,Egypt Best Properties (EBP,187096
6731000,3,3,146,Apartment,New Capital City,Cairo,30.001297636918,31.784604233077,Falcon Real Estate,46102
6300000,4,3,230,Apartment,Maadi,Cairo,29.9623585,31.2629899,Chances real estate,27391
43000000,3,3,175,Townhouse,North Coast,Matruh,30.9628937,28.7565892,a-one real estate,245714
4567096,3,3,170,Apartment,Sheikh Zayed,Giza,30.055893994975,31.012730498153,Property hills star,26865
7500000,2,2,110,Chalet,Ain Sukhna,Suez,29.3088415,32.5997754,Capital Agency,68181
9500000,3,3,140,Apartment,Hadayek October,Giza,29.9308114,31.0876497,Capital Agency,67857
15500000,6,6,420,Twin House,New Cairo,Cairo,30.0126096,31.5019494,Capital Agency,36904
9130000,5,5,305,Townhouse,New Cairo,Cairo,30.0126096,31.5019494,Capital Agency,29934
10600000,5,5,305,Townhouse,New Cairo,Cairo,30.0126096,31.5019494,Capital Agency,34754
12100000,3,2,146,Apartment,New Cairo,Cairo,30.046920951505,31.451878650252,Capital Agency,82876
5200000,1,1,51,Apartment,New Cairo,Cairo,30.046920951505,31.451878650252,Capital Agency,101960
8700000,2,1,84,Apartment,New Cairo,Cairo,30.046920951505,31.451878650252,Capital Agency,103571
18800000,3,3,185,Townhouse,New Capital City,Cairo,30.002466670503,31.617532735584,Capital Agency,101621
7900000,2,2,95,Apartment,New Capital City,Cairo,30.002466670503,31.617532735584,Capital Agency,83157
5500000,1,1,66,Apartment,New Capital City,Cairo,30.002466670503,31.617532735584,Capital Agency,83333
6900000,2,2,114,Apartment,New Cairo,Cairo,29.9747601205,31.565092165587,Capital Agency,60526
8900000,3,3,170,Apartment,New Cairo,Cairo,30.0870528,31.5124185,Capital Agency,52352
5600000,3,2,164,Apartment,Mostakbal City,Cairo,30.0941611,31.7041108,Capital Agency,34146
10000000,3,2,147,Chalet,Ain Sukhna,Suez,29.3088415,32.5997754,Capital Agency,68027
9800000,3,2,144,Chalet,Ain Sukhna,Suez,29.3088415,32.5997754,Capital Agency,68055
9600000,3,2,141,Chalet,Ain Sukhna,Suez,29.3088415,32.5997754,Capital Agency,68085
19436563,6,5,270,Villa,New Cairo,Cairo,30.0376583,31.5434845,Egy Property,71987
4700000,3,2,121,Apartment,New Capital City,Cairo,30.0395901,31.6985965,Capital Agency,38842
4000000,3,2,106,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Akhtearak Real Estate - اختيارك للتسويق العقاري,37735
12000000,3,3,173,Apartment,Hadayek October,Giza,29.9308114,31.0876497,Capital Agency,69364
18300000,6,6,450,Villa,New Cairo,Cairo,30.0126096,31.5019494,Capital Agency,40666
8700000,3,3,140,Apartment,Hadayek October,Giza,29.9308114,31.0876497,Sadan Investment,62142
4900000,2,2,96,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Akhtearak Real Estate - اختيارك للتسويق العقاري,51041
6600000,3,2,147,Apartment,New Cairo,Cairo,30.0713212,31.5772612,Capital Agency,44897
7000000,3,2,140,Apartment,New Cairo,Cairo,30.0713212,31.5772612,Capital Agency,50000
7500000,3,2,150,Apartment,New Cairo,Cairo,30.0713212,31.5772612,Capital Agency,50000
7000000,2,2,125,Apartment,New Capital City,Cairo,29.9978985,31.63101061,Capital Agency,56000
21600000,4,4,240,Townhouse,Shorouk City,Cairo,30.2013484,31.6804732,Capital Agency,90000
3497000,0,1,63,Apartment,New Cairo,Cairo,30.06994084,31.57394755,AL Hayah Investment,55507
7900000,3,2,138,Apartment,New Cairo,Cairo,29.941417501515,31.532282179135,Capital Agency,57246
6348000,3,2,141,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Akhtearak Real Estate - اختيارك للتسويق العقاري,45021
6000000,2,2,105,Apartment,New Cairo,Cairo,29.941417501515,31.532282179135,Capital Agency,57142
11500000,3,3,180,Apartment,New Cairo,Cairo,29.9980428,31.5483088,Mazady Real Estate,63888
8100000,3,3,150,Apartment,New Cairo,Cairo,30.06994084,31.57394755,Capital Agency,54000
6500000,2,2,107,Apartment,New Cairo,Cairo,30.06994084,31.57394755,Capital Agency,60747
7300000,3,3,164,Apartment,Mostakbal City,Cairo,30.0941611,31.7041108,Capital Agency,44512
5700000,3,2,169,Apartment,Mostakbal City,Cairo,30.0941611,31.7041108,Capital Agency,33727
8300000,2,2,130,Apartment,Sheikh Zayed,Giza,30.05862789,30.99841055,Capital Agency,63846
8200000,2,2,121,Apartment,Sheikh Zayed,Giza,30.05862789,30.99841055,Capital Agency,67768
8100000,2,2,112,Apartment,Sheikh Zayed,Giza,30.05862789,30.99841055,Capital Agency,72321
9800000,3,3,155,Apartment,Shorouk City,Cairo,30.118908615659,31.652102804902,Capital Agency,63225
9900000,3,3,180,Apartment,Shorouk City,Cairo,30.118908615659,31.652102804902,Capital Agency,55000
8400000,3,3,176,Apartment,New Cairo,Cairo,29.9678067,31.5159872,Capital Agency,47727
8000000,3,2,160,Apartment,New Cairo,Cairo,30.0713212,31.5772612,Capital Agency,50000
6600000,3,2,146,Apartment,New Cairo,Cairo,30.0713212,31.5772612,Capital Agency,45205
3200000,3,3,200,Apartment,New Cairo,Cairo,30.0298889,31.41647,النمر للمقاولات,16000
14500000,2,2,145,Apartment,Sheraton,Cairo,30.086373818267,31.368033506641,Imkan Investment,100000
2700000,3,2,160,Apartment,New Cairo,Cairo,30.0035761,31.4056766,SFR,16875
7800000,4,4,258,Apartment,New Capital City,Cairo,29.980785898065,31.790816010333,Diamant Real Estate,30232
8000000,3,2,206,Duplex,Mostakbal City,Cairo,30.0533772,31.6365203,Sadan Investment,38834
8930000,3,2,118,Apartment,Mostakbal City,Cairo,30.0533772,31.6365203,Sadan Investment,75677
7670000,1,1,92,Apartment,Mostakbal City,Cairo,30.0533772,31.6365203,Sadan Investment,83369
7900000,3,3,170,Apartment,New Cairo,Cairo,29.96511984,31.54484867,Capital Agency,46470
2700000,3,2,160,Apartment,New Cairo,Cairo,29.9714981,31.5292007,SFR,16875
3300000,2,1,120,Apartment,Mostakbal City,Cairo,30.0941611,31.7041108,SFR,27500
5400000,3,3,170,Apartment,Shorouk City,Cairo,30.149419213298,31.659818249077,Diamant Real Estate,31764
13160000,3,3,195,Apartment,6th of October,Giza,29.8561331,30.9018623,Sadan Investment,67487
6000000,2,2,129,Apartment,New Cairo,Cairo,30.06805,31.406379,Imkan Investment,46511
5200000,2,2,117,Apartment,New Cairo,Cairo,30.06805,31.406379,Imkan Investment,44444
7000000,3,2,142,Chalet,North Coast,Matruh,30.8365625,28.9590625,Sadan Investment,49295
10900000,3,2,238,Chalet,North Coast,Matruh,30.8365625,28.9590625,Sadan Investment,45798
6800000,3,2,160,Apartment,New Cairo,Cairo,30.0713212,31.5772612,Sadan Investment,42500
23350000,4,4,380,Villa,New Capital City,Cairo,30.125082,31.8853002,ENJAZ REAL ESTATE,61447
15986260,4,3,195,Villa,New Capital City,Cairo,30.125082,31.8853002,Addreic,81980
5687311,3,3,172,Apartment,New Capital City,Cairo,29.948894,31.7030369,deal,33065
7000000,1,1,78,Apartment,New Capital City,Cairo,29.9978985,31.63101061,I Properties,89743
7000000,2,2,105,Apartment,Zamalek,Cairo,30.0569,31.22129,Samah Naji,66666
14000000,3,3,216,Townhouse,Sheikh Zayed,Giza,30.179439358189,30.875295267276,AL Hayah Investment,64814
3391000,2,2,105,Apartment,Sheikh Zayed,Giza,30.05737483257,31.01532695267,AL Hayah Investment,32295
9863000,2,2,120,Apartment,New Cairo,Cairo,30.06805,31.406379,Coldwell Banker Hills,82191
15605000,4,4,315,Twin House,Shorouk City,Cairo,30.2013484,31.6804732,prime location,49539
13000000,4,4,267,Duplex,Shorouk City,Cairo,30.2013484,31.6804732,prime location,48689
11900000,4,4,245,Townhouse,Shorouk City,Cairo,30.2013484,31.6804732,prime location,48571
11500000,4,4,245,Townhouse,Shorouk City,Cairo,30.2013484,31.6804732,prime location,46938
8400000,4,4,267,Duplex,Shorouk City,Cairo,30.2013484,31.6804732,prime location,31460
10250000,3,3,176,Duplex,Shorouk City,Cairo,30.2013484,31.6804732,prime location,58238
17500000,4,5,373,Twin House,Shorouk City,Cairo,30.2013484,31.6804732,prime location,46916
18000000,4,4,373,Twin House,Shorouk City,Cairo,30.2013484,31.6804732,prime location,48257
14800000,4,4,317,Twin House,Shorouk City,Cairo,30.2013484,31.6804732,prime location,46687
15605000,4,4,315,Twin House,Shorouk City,Cairo,30.2013484,31.6804732,prime location,49539
17020000,5,5,373,Twin House,Shorouk City,Cairo,30.2013484,31.6804732,prime location,45630
13000000,3,3,164,Townhouse,Shorouk City,Cairo,30.2013484,31.6804732,prime location,79268
11000000,4,4,243,Townhouse,Shorouk City,Cairo,30.2013484,31.6804732,prime location,45267
46000000,4,4,400,Twin House,New Cairo,Cairo,30.0758544,31.4716547,prime location,115000
20500000,3,4,230,Townhouse,6th of October,Giza,29.9959107,31.0327784,Element Real Estate,89130
7200000,4,3,265,Duplex,Mostakbal City,Cairo,30.0527286,31.6173381,prime location,27169
21812000,6,7,750,Villa,Shorouk City,Cairo,30.2013484,31.6804732,prime location,29082
24000000,5,6,380,Villa,Shorouk City,Cairo,30.2013484,31.6804732,prime location,63157
6760000,2,2,95,Chalet,North Coast,Matruh,28.3758068,31.0726657,Gate Real Estate,71157
18416000,3,5,373,Twin House,Shorouk City,Cairo,30.2013484,31.6804732,prime location,49372
10570000,5,4,239,Villa,New Cairo,Cairo,30.01321,31.48737,Domora Real Estate,44225
7575000,3,3,190,iVilla,6th of October,Giza,30.0050838,30.9290455,Gate Real Estate,39868
18000000,3,3,290,Twin House,New Capital City,Cairo,30.0029471,31.595582,prime location,62068
17000000,3,3,255,Twin House,New Capital City,Cairo,30.0029471,31.595582,prime location,66666
7575000,3,3,190,iVilla,6th of October,Giza,30.0050838,30.9290455,Gate Real Estate,39868
18000000,3,3,290,Twin House,New Capital City,Cairo,30.0029471,31.595582,prime location,62068
17000000,3,3,255,Twin House,New Capital City,Cairo,30.0029471,31.595582,prime location,66666
50000000,6,7,450,Villa,New Cairo,Cairo,30.0436023,31.5405209,prime location,111111
7600000,1,1,68,Apartment,6th of October,Giza,29.9633661,31.0009178,Promax,111764
16000000,4,4,261,Townhouse,Sheikh Zayed,Giza,30.0445728,31.0243959,Promax,61302
35500000,5,4,465,Villa,New Cairo,Cairo,30.0298525,31.4494041,prime location,76344
8100050,3,3,166,Apartment,Mostakbal City,Cairo,30.0669117,31.3375553,prime location,48795
11700000,3,3,146,Penthouse,6th of October,Giza,29.9633661,31.0009178,Promax,80136
8700000,2,2,100,Apartment,6th of October,Giza,29.9633661,31.0009178,Promax,87000
5810000,3,3,178,Apartment,Hadayek October,Giza,29.948435630627,31.066704307476,Promax,32640
10370000,3,3,190,Townhouse,6th of October,Giza,29.8561331,30.9018623,Gate Real Estate,54578
5200000,2,2,115,Chalet,Ain Sukhna,Suez,29.4705022,32.4537273,Viva Coast,45217
5150000,2,2,115,Chalet,Ain Sukhna,Suez,29.4705022,32.4537273,Viva Coast,44782
27400000,5,4,377,Twin House,New Cairo,Cairo,30.0920272,31.4838462,prime location,72679
15720000,1,2,70,Chalet,North Coast,Matruh,31.1903125,27.5931875,Gate Real Estate,224571
5450000,2,2,115,Chalet,Ain Sukhna,Suez,29.4705022,32.4537273,Viva Coast,47391
24800000,4,4,310,Villa,New Cairo,Cairo,30.0600801,31.5985531,prime location,80000
6585000,2,1,134,Chalet,North Coast,Matruh,30.8583492,28.9042079,Falcon Real Estate,49141
17000000,4,4,212,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,prime location,80188
20200000,5,5,239,Villa,Mostakbal City,Cairo,30.0941611,31.7041108,prime location,84518
38000000,4,4,481,Villa,New Cairo,Cairo,30.0436023,31.5405209,prime location,79002
16000000,6,5,1100,Villa,Sheikh Zayed,Giza,30.145477984026,30.852173215341,Property Hills,14545
31500000,4,4,360,Villa,New Cairo,Cairo,30.0436023,31.5405209,prime location,87500
6800000,2,2,134,Apartment,Sheraton,Cairo,30.090647810305,31.377698496569,Capital Agency,50746
6900000,2,2,140,Apartment,Sheraton,Cairo,30.090647810305,31.377698496569,Capital Agency,49285
17000000,2,2,113,Chalet,North Coast,Matruh,31.1956859,27.554789,New Avenue,150442
5678765,2,2,171,Hotel Apartment,Sheikh Zayed,Giza,30.01389596,30.99398882,Property hills star,33209
3750000,0,1,37,Hotel Apartment,New Cairo,Cairo,29.941417501515,31.532282179135,Pulse Real Estate - نبض لاستثمار العقاري,101351
10500000,3,2,150,Apartment,6th of October,Giza,29.9633661,31.0009178,Utopia For Real Estate,70000
55000000,4,4,1050,Villa,Sheikh Zayed,Giza,30.917731,30.0636166,West City Real Estate,52380
8300000,2,2,140,Apartment,New Cairo,Cairo,30.0870528,31.5124185,Falcon Real Estate,59285
4350000,2,1,110,Apartment,Mostakbal City,Cairo,30.0941611,31.7041108,Cascade Realestate,39545
6500000,3,2,150,Apartment,New Capital City,Cairo,29.9723236,31.7154944,Imkan Investment,43333
7850000,3,3,177,Apartment,Shorouk City,Cairo,30.113711177364,31.667492635582,Imkan Investment,44350
5826000,2,2,100,Apartment,Madinaty,Cairo,30.096464,31.6670565,Dream homes 1,58260
11000000,3,2,200,Duplex,New Heliopolis,Cairo,30.163528044741,31.677762679717,Imkan Investment,55000
26000000,3,3,220,Apartment,New Cairo,Cairo,30.0288434,31.4075884,Coldwell Banker Hills,118181
17000000,4,4,300,Twin House,Sheikh Zayed,Giza,30.0280803,30.9924099,Egy Belta properties,56666
8000000,2,2,108,Apartment,Sheikh Zayed,Giza,30.099722797012,30.874499742543,Egy Belta properties,74074
5500000,2,1,167,Apartment,El Fostat,Cairo,30.016116878782,31.239366637428,Imkan Investment,32934
11000000,2,2,140,Apartment,Sheraton,Cairo,30.0859375,31.3680496,Imkan Investment,78571
6500000,3,2,168,Apartment,New Heliopolis,Cairo,30.163528044741,31.677762679717,Falcon Real Estate,38690
17500000,3,3,185,Townhouse,New Cairo,Cairo,30.0870528,31.5124185,Falcon Real Estate,94594
6800000,3,2,138,Apartment,Sheraton,Cairo,30.090647810305,31.377698496569,Falcon Real Estate,49275
7000000,3,2,140,Apartment,Hadayek October,Giza,29.9308114,31.0876497,Imkan Investment,50000
7500000,3,2,145,Apartment,New Cairo,Cairo,30.0713212,31.5772612,Imkan Investment,51724
7000000,3,3,180,Chalet,Ain Sukhna,Suez,29.3408985,32.5822206,Trillium,38888
49850000,4,5,498,Twin House,New Cairo,Cairo,30.0758544,31.4716547,prime location,100100
78000000,5,6,1000,Villa,New Cairo,Cairo,30.0321942,31.5414938,prime location,78000
29500000,5,5,550,Twin House,New Cairo,Cairo,30.0321942,31.5414938,prime location,53636
9900000,4,4,270,Townhouse,Mostakbal City,Cairo,30.0466368,31.6336039,prime location,36666
5500000,3,3,165,Apartment,Mostakbal City,Cairo,30.0466368,31.6336039,prime location,33333
23000000,5,6,403,Villa,Shorouk City,Cairo,30.2013484,31.6804732,prime location,57071
30300000,6,6,440,Villa,Shorouk City,Cairo,30.2013484,31.6804732,prime location,68863
40040000,5,6,615,Villa,Shorouk City,Cairo,30.107832255957,31.596580211647,Property Network,65105
15040000,3,3,170,Townhouse,North Coast,Matruh,31.082957585789,28.032116949628,Gate Real Estate,88470
9930000,2,2,117,Apartment,6th of October,Giza,29.9633661,31.0009178,Gate Real Estate,84871
10770000,4,4,230,Townhouse,6th of October,Giza,29.8561331,30.9018623,Gate Real Estate,46826
33000000,4,4,660,Villa,Sheikh Zayed,Giza,30.0387092,31.0274473,West City Real Estate,50000
12000000,2,3,105,Chalet,North Coast,Matruh,31.090860594552,28.137294790757,Gate Real Estate,114285
14000000,5,5,400,Apartment,Heliopolis,Cairo,30.09093,31.32778,Property Network,35000
4470000,1,1,83,Apartment,New Cairo,Cairo,30.06805,31.406379,Property Network,53855
13890000,2,2,115,Apartment,New Cairo,Cairo,30.0600801,31.5985531,Property Network,120782
770000,2,1,100,Apartment,Nakheel,Alexandria,31.24605,29.99844,Isqan,7700
16000000,6,4,383,Villa,New Cairo,Cairo,30.03600616,31.51311746,Property Network,41775
3300000,2,2,116,Apartment,Mostakbal City,Cairo,30.0701271,31.6670206,Property Network,28448
6000000,2,2,138,Apartment,Mostakbal City,Cairo,30.0455507,31.6578556,Property Network,43478
3900000,1,2,80,Apartment,New Cairo,Cairo,30.06805,31.406379,Property Network,48750
13000000,2,3,170,Penthouse,New Cairo,Cairo,29.9875186,31.5555302,Property Network,76470
8378710,2,2,120,Apartment,Sheikh Zayed,Giza,30.0639796,30.8829127,Promax,69822
11700000,2,3,139,Apartment,Sheikh Zayed,Giza,30.076691,30.8767599,Promax,84172
36000000,4,4,430,Twin House,6th of October,Giza,30.0053539,30.9913517,Promax,83720
15000000,3,4,134,Twin House,Hurghada,Red Sea,26.9653125,33.8830625,HPK,111940
60000000,4,4,750,Villa,New Cairo,Cairo,30.0436023,31.5405209,prime location,80000
31950000,5,4,335,Villa,New Cairo,Cairo,30.0074176,31.4887433,prime location,95373
32950000,5,4,326,Villa,New Cairo,Cairo,30.0074176,31.4887433,prime location,101073
45000000,4,4,700,Villa,New Cairo,Cairo,30.0436023,31.5405209,prime location,64285
24400000,4,4,258,Townhouse,New Cairo,Cairo,30.0662855,31.4744728,New Avenue,94573
9937599,2,2,141,Apartment,New Cairo,Cairo,30.04019814144,31.539969035582,I Properties,70479
6897000,2,2,140,Chalet,North Coast,Matruh,30.8365625,28.9590625,Falcon Real Estate,49264
10600000,2,2,108,Chalet,Ain Sukhna,Suez,29.39286,32.5399151,Falcon Real Estate,98148
6500000,3,3,240,Apartment,Mostakbal City,Cairo,30.0669117,31.3375553,Real pals,27083
30000000,3,4,220,Townhouse,North Coast,Matruh,30.9628937,28.7565892,Redefine,136363
9000000,3,2,224,Chalet,North Coast,Matruh,30.8365625,28.9590625,Sadan Investment,40178
30000000,5,4,392,Villa,New Cairo,Cairo,30.06805,31.406379,Falcon Real Estate,76530
9000000,3,3,157,Apartment,Madinaty,Cairo,30.09177585,31.6426486,Madinty Heights,57324
7450000,3,3,163,Apartment,Sheikh Zayed,Giza,30.0445728,31.0243959,Property hills star,45705
